Latitude,Longitude
-23.916667,133.75
-30.7,146.433333
-30.25,124.75
-27.6,117.883333
-26.366667,132.45
-28.161389,117.656944
-26.5,118.883333
-22.716667,117.75
-23.55,133.85
-25.6425,115.076944
-28.966667,121.5
-30,145.483333
-26.5,118.133333
-25.95,131.75
-26.083333,116.933333
-31.566667,143.216667
-25.416667,123.916667
-23.75,134.033333
-24.833333,127.4
-23.366667,133.8
-31.55,143.216667
-26.283333,134.716667
-26.283333,134.716667
-20.016667,137.2
-26.766667,120.25
-26.45,132.033333
-28.866667,141.95
-23.366667,133.8
-28.776667,121.284722
-27.6,117.883333
-29.983333,135.366667
-31.283333,142.3
-26.916667,120.383333
-30.5,142.433333
-23.483333,133.85
-32.116667,137.15
-19.9,137.166667
-28.161389,117.656944
-31.558333,145.883333
-30.933333,145.166667
-23.25,131.9
-30.15,142.766667
-29,140.833333
-19.983333,129.65
-31.558333,145.883333
-22.683333,117.783333
-25.6,115.2
-28.233333,145.266667
-32.566667,137.433333
-23.016667,134.433333
-28.161389,117.656944
-25.523611,131.815833
-30.033333,125.616667
-31.483333,145.833333
-25.523611,131.815833
-27.916667,120.683333
-25.3875,131.847222
-28.161389,117.656944
-26.55,120.183333
-23.766667,132.133333
-33.171667,146.081111
-29.616667,145.833333
-28.116667,117.925
-25.3875,131.847222
-33.142778,141.086111
-25.216667,135.1
-29.716667,144.033333
-23.35,133.8
-31.51,137.105278
-28.451389,134.2
-28.116667,145.966667
-20.62,134.219167
-27.566667,144.066667
-30.633333,143.033333
-29.916667,139.666667
-28.566667,130.666667
-23.45,133.833333
-31.616667,137.3
-23.45,133.833333
-23.45,133.816667
-21.75,145.816667
-23.064444,118.681944
-27.583333,130.5
-30.096667,130.084722
-27.490556,117.895
-23.55,133.85
-28.666667,120.966667
-27.6,117.883333
-25.861944,133.285556
-28.166667,145.05
-34,141.116667
-28.109444,117.944167
-30.15,142.766667
-32.783333,145.833333
-25.523611,131.815833
-30.633333,143.033333
-23.064444,118.681944
-27.490556,117.895
-26.593333,118.411111
-27.616667,117.916667
-23.483333,135.833333
-23.366667,133.8
-25.523611,131.815833
-25.15,128.083333
-27.366667,130.316667
-31.51,137.105278
-28.116667,117.966667
-27.616667,117.916667
-28.926944,130.430556
-28.335278,127.898611
-23.064444,118.681944
-23.033333,133.383333
-28.116667,117.966667
-31.51,137.105278
-28.116667,117.966667
-27.616667,117.916667
-25.7,133.433333
-23.516667,133.833333
-23.064444,118.681944
-28.116667,117.966667
-23.064444,118.681944
-31.51,137.105278
-28.116667,117.966667
-33.016667,145.133333
-28.083333,145.25
-27.6,117.883333
-23.142222,118.590556
-28.033333,117.85
-23.064444,118.681944
-29,140.833333
-23.142222,118.590556
-23.064444,118.681944
-29.716667,144.033333
-23.142222,118.590556
-26.65,120.716667
-31.083333,141.683333
-28.451389,134.2
-23.142222,118.590556
-23.064444,118.681944
-25.523611,131.815833
-21.083333,134.866667
-23.95,135.05
-22.95,135.716667
-28.116667,145.966667
-21.083333,134.866667
-23.142222,118.590556
-31.783333,142.266667
-25.523611,131.815833
-27.183333,119.566667
-28.1,117.933333
-23.064444,118.681944
-28.116667,145.966667
-22.333333,131.75
-23.142222,118.590556
-27.033333,124.8
-23.466667,134.966667
-23.064444,118.681944
-28.1,117.933333
-24.566667,135.75
-28.016667,147.383333
-28.866667,141.95
-26.65,120.416667
-28.1,117.933333
-25.016667,126.916667
-28.1,144.35
-28.1,117.933333
-23.064444,118.681944
-20.533333,138.5
-30.85,135.016667
-21.016667,134.433333
-27.979722,134.108889
-26.666667,146.15
-23.064444,118.681944
-28.1,117.933333
-25.523611,131.815833
-22.616667,136.283333
-32.75,145.766667
-27.616667,117.916667
-23.142222,118.590556
-28.1,117.933333
-31.116667,146.783333
-29.116667,147.883333
-32.222778,137.526667
-22.4,133.366667
-28.116667,117.966667
-27.616667,117.916667
-30.016667,142.95
-28.1,117.933333
-28.116667,145.966667
-29.733333,143.333333
-31.8,141.433333
-22.4,133.366667
-27.583333,130.5
-28.1,117.933333
-22.983333,133.566667
-27.086389,146.526111
-25.35,131.016667
-28.582778,134.281389
-23.45,137.816667
-23.483333,133.833333
-27.583333,130.5
-28.1,117.933333
-22.8,133.416667
-29.716667,143.766667
-28.116667,117.966667
-27.616667,117.916667
-22.866667,133.7
-23.483333,133.833333
-22.583333,132.283333
-28.1,117.933333
-27.016667,133.416667
-27.583333,130.5
-27.616667,117.916667
-28.1,117.933333
-29.511111,122.455556
-28.116667,117.966667
-26.5,143.166667
-27.483333,117.866667
-21.833333,131.166667
-27.490556,117.895
-27.616667,117.916667
-28.1,117.933333
-29.366667,142.033333
-27.366667,130.316667
-23.064444,118.681944
-32.9,143.833333
-23.142222,118.590556
-27.616667,117.916667
-26.85,134.016667
-28.109444,117.944167
-27.483333,117.866667
-26.966667,117.9
-30.633333,143.033333
-23.142222,118.590556
-26.083333,127.283333
-27.616667,117.916667
-23.207778,133.833333
-28.109444,117.944167
-27.483333,117.866667
-23.064444,118.681944
-30.633333,143.033333
-23.142222,118.590556
-27.616667,117.916667
-25.359444,131.853333
-30.916667,145.133333
-23.266667,133.766667
-27.616667,117.916667
-23.064444,118.681944
-23.55,133.85
-19.583333,134.216667
-25.359444,131.853333
-25.359444,131.853333
-27.453056,133.732222
-23.733333,134.133333
-28.566667,130.666667
-29.733333,143.333333
-21.65,139.183333
-24.916667,115
-25.359444,131.853333
-25.4,124.266667
-25.359444,131.853333
-23.733333,134.133333
-27.016667,133.416667
-28.555556,130.370556
-23.616667,132.983333
-25.75,126.233333
-27.483333,117.866667
-25.316667,131.183333
-33.266667,141.270556
-27.483333,117.866667
-27.016667,133.416667
-28.109444,117.944167
-32.716667,144.266667
-25.75,126.233333
-26.183333,127
-27.979722,134.108889
-28.109444,117.944167
-23.811111,131.6675
-27.016667,133.416667
-27.483333,117.866667
-27.483333,117.866667
-30.45,142.266667
-26.216667,147.066667
-29.988889,144.119167
-25.55,125.266667
-30.85,135.033333
-27.016667,133.416667
-31.266667,136.95
-27.453056,133.732222
-25.4,124.266667
-27.016667,133.416667
-27.979722,134.108889
-25.35,131.066667
-27.016667,133.416667
-26.5,143.166667
-25.359444,131.853333
-29.966667,131.716667
-25.359444,131.853333
-28.1,117.933333
-32.833333,144.266667
-27.183333,144.1
-27.016667,133.416667
-21.9,133.3
-23.316667,133.783333
-23.6,132.4
-28.283333,131.4
-25.883333,134.483333
-23.716667,133.25
-30.516667,145.666667
-27.016667,133.416667
-25.359444,131.853333
-32.630278,145.578056
-26.821944,120.335556
-31.9,141.55
-27.453056,133.732222
-30.583333,146.35
-23.333333,133.783333
-27.979722,134.108889
-25.359444,131.853333
-30.833333,140.083333
-27.453056,133.732222
-28.1,117.933333
-25.7,126.483333
-27.616667,117.916667
-27.016667,133.416667
-29.988889,144.119167
-30.45,142.266667
-30.331667,139.373611
-23.5,133.85
-26.416667,131.666667
-25.7,126.483333
-28.1,117.933333
-23.466667,133.833333
-32.213056,142.3925
-28.016667,144.033333
-30.7,134.333333
-25.35,131.033333
-32.05,139.383333
-31.783333,142.266667
-28.1,117.933333
-26.65,120.416667
-30.633333,143.033333
-32.95,146.133333
-30.801111,139.326389
-29.116667,131.983333
-31.783333,142.266667
-26.528889,121.696667
-28.109444,117.944167
-31.533333,145.483333
-25.333333,135.2
-27.483333,117.866667
-27.083333,118.083333
-23.2,132.85
-22.4,133.366667
-33.217778,141.1675
-26.45,120.15
-22.4,118.25
-22.616667,136.283333
-26.566667,120.05
-30.25,145.933333
-27.183333,144.1
-23.6,132.4
-22.983333,133.566667
-25.083333,130.1
-24.783333,132.3
-30.683333,145.266667
-31.283333,142.3
-23.701667,133.834167
-33.783333,140.333333
-29.05,141.866667
-31.113611,141.714167
-30.6,145.883333
-32.630278,145.578056
-22.25,131.8
-22.383333,133.316667
-23.816667,133.833333
-26.866667,143.933333
-30.083333,142.933333
-31.083333,141.7
-23.466667,133.283333
-31.083333,141.7
-22.9,133.5
-23.316667,133.783333
-21.95,133.533333
-22.916667,133.516667
-22.033333,134.8
-23.116667,133.683333
-30.083333,142.933333
-33.215833,141.1675
-25.283333,130.666667
-25.55,125.266667
,
-25.283333,130.833333
-22.25,130.833333
-25.333333,131.3
-28.1,117.933333
-21.783333,131.15
-21.45,133.916667
-25.35,131.066667
-23.033333,133.6
-25.3,131.033333
-32.75,145.766667
-27.883333,143.733333
-31.113611,141.714167
-23.089167,118.811111
-25.8,143.366667
-29.416667,142.016667
-31.066667,141.733333
-24.616667,132.283333
,
-31.113611,141.714167
-22.916667,133.516667
-29.166667,146.25
-30.683333,145.266667
-32.05,135.116667
-28.7,116.916667
-22.9,133.5
-23.953611,133.9225
-25.283333,130.733333
-30.9,141.1
,
-28.533333,131.4
-25.333333,131.25
-25.291111,130.660556
-26.966667,143.85
-31.95,141.45
-21.25,139.716667
-23.616667,132.45
,
-25.3,130.766667
,
-26.333333,135.966667
-20.533333,134.25
,
-21.45,133.9
-28.516667,148.4
-24.25,131.6
-30.15,135.566667
,
-34.016667,140.833333
-22.15,132.666667
-25.066667,126.75
-29.786667,144.490278
-19,134.133333
-22.416667,133.316667
-30.783333,138.533333
-31.113611,141.714167
-20.728611,139.972778
-28.116667,145.966667
-28.783333,140.25
,
-28.116667,145.966667
-29.283333,146.5
-30.75,145.85
-32.633333,145.566667
-31.666667,135.5
-28.016667,144.033333
-33.516667,146.116667
,
-20.05,134.183333
-25.283333,130.716667
-23.754722,133.673333
-23.55,133.916667
-25.333333,131.05
-30.05,142.833333
-22.65,118.25
-25.5,131.833333
-23.754722,133.673333
-25.038056,119.391111
-29.283333,146.5
,
-21.45,133.916667
-28.2,141.65
,
-26.366667,117.166667
-32.95,146.133333
-23.906667,138.461944
-22.133333,133.266667
-29.283333,146.5
,
-21.55,133.916667
,
-29.766667,145.966667
,
-25.291111,130.660556
-21.95,133.533333
,
-28.63,122.4
-24.55,133.25
-25.03,128.3
-27.05,144.4
-26,133.18
-25.1,130.22
-23.8,120.22
-31.5111,145.9561
-25.5,118.5
-23.88,133.47
-28.6,139.97
-26.97,116.52
-23.52,133.27
-25.03,128.3
-28.63,122.4
-26.3,132.13
-23.77,134.58
-22.78,142.72
-27.28,130.73
-23.4,131.13
-30.5661,145.5872
-28.57,125.8033
-22.5,137.5
-26.6,121.83
-26.52,118.47
-24.88,132.23
-22.6581,132.1789
-25.17,130.7
-19.92,137.23
-26.4,114.45
-19.87,137.13
-24.52,132.57
-19.92,137.23
-26.97,132.88
-29.72,144.03
-28.87,121.45
-22.97,134.08
-31.5,145.77
-22.37,137.55
-24.55,144.35
-31.35,135.97
-33.7697,143.0181
-25.3,130.73
-29.95,121.12
-25.3,131.68
-23.52,133.27
-22.68,117.8
-24.0217,146.9417
-31.5,145.82
-29.95,121.12
-23.83,133.63
-26,128.17
-19.63,134.17
-26.7,146.1
-26.38,132.45
-23.27,131.37
-23.83,133.63
-23.97,142.25
-32.85,139.6
-20.07,136.68
-30.52,132.65
-24.62,132.28
-24.62,132.28
-22.23,117.95
-26.05,143.1
-31.5,145.77
-21.52,133.87
-26.05,143.1
-30.72,134.57
-25.02,128.18
-23.3819,134.5972
-22.23,117.95
-22.13,132.6
-19.7,135.8
-27.08,122.5
-26.4217,146.3756
-26.52,126.02
-24.93,129.37
-22.92,118.73
-26.4,146.25
-25.83,121.67
-26.32,131.73
-21.95,133.42
-29.72,144.03
-26.7,146.1
-22.78,142.72
-22.68,117.8
-30.2,138.6
-30.75,121.47
-23.45,133.88
-22.68,117.78
-22.97,135.57
-24.62,132.28
-28.07,145.68
-27.42,117.9
-31.35,135.97
-22.22,118.32
-24.82,133.18
-23.5,133.8
-23.45,133.88
-25.35,131.03
-20.22,134.22
-25.05,132.25
-22.2,134.3
-26.32,126.42
-24.47,132.65
-27.054564,141.715125
-30.2,138.57
-25.3,130.73
-23.2806,134.37
-27.28,130.73
-30.98,138.58
-25.1206,133.2517
-25.53,129.57
-30.85,142.62
-22.87,118.72
-26.65,134.97
-22.92,118.73
-22.115,132.4233
-23.6,133.58
-32.8117,144.4728
-31.73,144.12
-26.32,126.42
-26.28,132.13
-23.45,133.88
-23.05,132.7219
-23.5217,133.6214
-28.8939,135.1411
-31.8,145.83
-26.3,132.13
-25.5,115.35
-26.87,134.07
-23.53,133.85
-25.75,130.07
-23.63,133.87
-24.9106,132.2811
-29.45,142
-23.5,133.33
-26.97,133.3
-22.98,134.92
-30.75,121.47
-28.88,121.45
-24.5719,133.1233
-22.25,131.8
-29.45,142
-22.25,131.8
-22.68,117.78
-22.68,117.78
-23.52,133.82
-22.8,132.57
-25.32,131.67
-22.25,131.8
-32.8117,144.4728
-26.27,120.2
-26.58,143.67
-22.25,133.42
-25.03,129.62
-30.9,124.87
-27.97,148.13
-22.25,131.8
-23.55,133.87
-27.72,142.72
-31.5,145.82
-22.25,131.8
-23.75,133.47
-25.35,131.02
-22.22,118.32
,
-25.12,120.72
-28.05,143.6
-25.03,132.27
-22.15,132.7
-22.92,133.55
-21.98,134.83
-25.33,131.33
-27.12,118.08
-29.95,139.55
-22.25,131.8
-27.67,134.07
-25.35,131.03
-30.85,142.62
-22.68,117.78
-25.5,119.22
-22.25,131.8
-22.25,131.8
-32.5,135.5
,
-25.75,130.07
-32.5,136.08
-28.03,143.62
-22.25,131.8
-23.52,133.92
-31.5,145.82
-23.7344,132.8506
-23.83,132.33
-16.22,133.4
-29.0085,146.93289
-22.25,131.8
-22.25,131.8
,
-22.25,131.8
-25.3,130.73
-30.15,120.85
-23.37,117.02
-22.25,131.8
-22.25,131.8
-22.03,133.88
,
-27.12,118.08
,
,
-28.88,121.45
,
-30.15,120.85
,
-23.13,133.87
-22.25,131.8
,
-22.62,132.32
,
-30.9,124.87
-31.47,145.8
-31.47,145.8
,
-31.51666703,145.75
-18.80000001,131.2
-25.61666702,144.666667
-31.51666703,145.75
-22.23916701,119.161944
-28.35000002,143.933333
-27.74305602,117.87
-26.56666702,121.483333
-31.51666703,145.75
-25.33333302,131.45
-31.51666703,145.75
-22.50000001,118.75
-25.33333302,131.45
-23.09222102,118.656869
-27.22305602,120.311389
-31.51666703,145.75
-26.46305602,118.495
-31.51666703,145.75
-24.86666702,126.466667
-30.18588903,120.645083
-26.66805602,121.041111
-22.93139301,118.735543
-27.83070502,119.908153
-23.79805602,120.238056
-24.55469402,126.258611
-26.41666702,146.916667
-31.51666703,145.75
-32.08694403,138.306028
-26.59333302,118.405
-22.29263901,118.571639
-26.41666702,146.916667
-27.74305602,117.87
-23.98861102,133.238333
-26.41666702,146.916667
-25.33333302,131.45
-28.31268102,120.995037
-28.35000002,143.933333
-29.60000003,145.85
-32.03333303,138.333333
-32.03333303,138.333333
-28.63333302,122.4
-24.13333302,133.533333
-31.51666703,145.75
-22.73513801,118.934101
-23.81013902,133.757833
-26.41666702,146.916667
-25.52927002,121.73354
-23.93472202,125.193333
-28.50000002,144.116667
-25.33333302,130.75
-23.12708802,118.69797
-22.27310801,118.751069
-22.75361101,133.293611
-23.03070101,118.830764
-28.14666702,118.436667
-23.26432402,118.797688
-29.60000003,145.85
-22.15777801,118.101111
-26.41666702,146.916667
-25.72652402,121.41832
-27.49055602,117.895
-28.74082402,116.924459
-26.10083302,117.829722
-25.15166702,128.944722
-25.61666702,144.666667
-27.22305602,120.311389
-26.41666702,146.916667
-23.25308302,118.840517
-23.80000002,120.383333
-32.03333303,138.333333
-27.25000002,119.4
-22.75361101,133.293611
-25.61666702,144.666667
-23.64786102,116.620389
-23.12379102,118.61698
-26.20000002,126.966667
-25.43333302,141.883333
-25.59926002,122.23801
-22.63466701,132.868222
-29.03333302,117.25
-31.23333303,145.15
-23.18157302,118.785438
-31.51666703,145.75
-24.41648702,115.582767
-29.93333303,121.25
-27.89777802,119.299444
-22.63466701,132.868222
-19.01666701,134.583333
-25.93269402,128.450194
-26.36666702,118.033333
-27.89777802,119.299444
-31.31666703,142.333333
-31.50000003,145.766667
-29.03212802,121.434529
-28.70873102,117.238096
-19.98333301,129.65
-24.70361102,124.779722
-25.03333302,128.3
-23.10083302,123.28
-26.43333302,119.133333
-27.88333302,148.716667
-30.30000003,146.066667
-28.53200002,119.193
-22.63044401,132.862444
-23.12325002,118.751472
-22.63044401,132.862444
-22.75027801,133.396389
-20.10000001,128.466667
-28.95119402,127.748056
-27.69919202,119.893024
-31.55000003,146.516667
-25.11666702,145.416667
-28.29805602,117.161389
-31.00000003,124.75
-29.55000003,121.933333
-22.50000001,122.25
-32.08694403,138.306028
-26.13305602,126.579722
-27.89777802,119.299444
-29.88528503,122.336451
-23.74444402,133.891667
-26.59305602,118.830278
-29.49833303,121.269722
-31.11277803,121.670278
-27.98805602,119.293333
-30.41988903,120.801389
-24.46612202,124.873845
-22.76000001,117.776667
-28.55833302,117.776667
-24.89202802,128.769611
-25.10000002,124.983333
-24.55469402,126.258611
-25.28333302,130.633333
-28.52694402,121.2025
-25.18333302,125.033333
-22.21722201,132.415556
-26.98333302,116.533056
-31.50000003,145.766667
-23.00005701,118.822466
-24.89202802,128.769611
-24.33083302,134.058333
-27.88333302,148.716667
-25.59050002,122.13173
-26.08500002,126.611389
-27.69832302,119.900904
-25.93269402,128.450194
-24.66972202,128.766111
-23.29439602,118.712845
-25.65000002,126.616667
-28.72416702,121.134444
-28.79595102,117.488652
-25.03333302,128.3
-22.63466701,132.868222
-28.97369402,127.344194
-23.67855602,133.717556
-26.59333302,118.405
-26.94838102,117.676476
-30.12213903,120.549889
-23.81013902,133.757833
-22.63044401,132.862444
-27.70000002,115.733333
-26.60000002,144.233333
-22.75361101,133.293611
-23.67855602,133.717556
-28.08638902,120.606944
-28.53750002,119.091667
-23.67855602,133.717556
-27.88333302,148.716667
-23.81013902,133.757833
-25.22722202,130.579167
-23.67855602,133.717556
-27.88333302,148.716667
-32.07994403,138.313972
-28.29805602,117.161389
-23.67855602,133.717556
-25.93269402,128.450194
-22.50000001,122.25
-22.75361101,133.293611
-27.04111102,118.179167
-27.88333302,148.716667
-25.51666702,135
-30.14527803,120.826667
-23.10554702,118.6563
-22.92805301,118.7236
-31.68333303,137.25
-22.75361101,133.293611
-23.12954102,118.606542
-26.36666702,143.15
-23.25175302,118.841874
-23.18494402,117.436528
-23.35000002,134.383333
-27.88333302,148.716667
-25.16666702,119.333333
-25.93333302,146.466667
-30.73333303,121.466667
-29.31666703,120.316667
-27.42305602,117.894722
-27.88333302,148.716667
-30.91666703,142.933333
-24.32880702,116.912819
-24.89202802,128.769611
-23.12954102,118.606542
-27.88333302,148.716667
-25.35000002,131.383333
-25.35000002,131.366667
-27.88333302,148.716667
-29.98731203,121.046712
-30.50000003,129.433333
-27.66666702,124.266667
-29.68073703,119.349886
-27.33130502,120.238488
-29.18444402,117.681667
-22.23138901,122.851667
-26.53333302,120.666667
-31.65000003,143.683333
-27.73805602,119.911389
-24.19444402,134.018056
-22.75361101,133.293611
-24.76666702,124.733333
-26.52755502,121.698051
-26.60000002,144.333333
-26.13333302,144.516667
-27.43333302,117.9
-25.43333302,132.3
-25.16861102,132.121944
-22.75361101,133.293611
-27.81666702,123.95
-21.48333301,139.166667
-22.73513801,118.934101
-22.75027801,133.396389
-22.75027801,133.396389
-28.52108302,118.966861
-23.50972902,124.806891
-25.59050002,122.13173
-26.91666702,118.549722
-29.08333302,141.866667
-22.73513801,118.934101
-29.93203303,121.0681
-29.16611102,117.640833
-24.33083302,134.058333
-27.97972202,134.108889
-21.78333301,146.066667
-28.72010302,116.43762
-23.12325702,118.75147
-26.91305602,118.671944
-29.60000003,117.183333
-27.27691302,120.089586
-23.93333302,128.733333
-25.65461102,118.653389
-29.46138703,122.410499
-29.16666702,117.633333
-25.63333302,123.15
-30.81666703,143.233333
-26.39527802,118.1325
-28.69428602,117.298373
-23.59833302,132.370556
-23.97552702,128.971592
-23.59833302,132.370556
-23.59833302,132.370556
-29.21273903,120.611825
-25.38750002,131.847222
-25.21666702,146.533333
-26.98333302,133.383333
-24.48480802,116.908876
-22.73513801,118.934101
-27.97972202,134.108889
-27.41666702,117.9
-28.30750002,117.081389
-28.32183302,127.622639
-25.65461102,118.653389
-23.10000002,119.366667
-25.16861102,132.121944
-28.76638902,122.629722
-27.97972202,134.108889
-25.63404902,121.620624
-22.75027801,133.396389
-32.08333303,138.3
-28.43916702,117.845
-26.81333302,133.329444
-25.93483302,128.437444
-24.15647202,116.205583
-29.23305603,127.911111
-27.01666702,124.9
-28.30750002,117.081389
-32.08333303,138.3
-24.83333302,124.083333
-31.28333303,142.283333
-22.60333301,118.556944
-24.15647202,116.205583
-28.19944402,117.356111
-32.08388903,138.303639
-26.48333302,118.866667
-28.92222202,121.555194
-29.48083303,122.5035
-26.59000002,119.666111
-32.08388903,138.303639
-26.59000002,120.101944
-28.03333302,147.5
-24.19444402,134.018056
-28.11538502,117.926419
-28.30827802,117.078611
-25.28333302,120.65
-25.89183302,128.427583
-22.23805601,118.329722
-29.59805603,120.918
-26.03333302,127.566667
-26.59000002,119.666111
-27.97972202,134.108889
-22.73561001,118.933574
-27.42305602,117.894722
-28.30758302,117.081556
-28.92222202,121.555194
-23.04428501,118.832972
-23.55000002,133.733333
-25.38750002,131.847222
-33.20000003,146.466667
-23.15180602,118.721556
-26.65000002,120.366667
-26.28583302,118.653333
-25.24611102,120.357778
-24.08833302,133.99
-25.30000002,130.75
-32.08044403,138.314861
-28.13277802,119.293333
-27.98899602,117.847251
-26.22950002,121.513556
